year,Base case cost,Modeled solar power (pv)
2016,152694.62496,163709.115355
2017,187485.805331,198127.823092
2018,213410.058225,223781.434914
2019,250303.214333,260292.306475
2020,268665.226196,278477.244748
2021,280262.286319,289972.948185
2022,289926.503089,299558.224012
2023,296926.403433,306511.303569
2024,302001.113473,311560.419124
2025,308776.779481,318290.983889
2026,316770.652479,326230.70165
2027,323807.287459,333224.15149
2028,328914.140304,338308.357123
2029,337472.808322,346815.730311
2030,342874.303557,352195.952252
2031,351217.920896,360490.097106
2032,359304.395788,368528.108751
2033,368091.731555,377258.544986
2034,377174.475015,386285.523253
2035,383337.290211,392421.539765
