year,Base case cost,Modeled non-residential energy efficiency
2017,590301.643663,598916.186708
2018,631935.273464,635676.553637
2019,688140.673695,685823.442403
2020,714161.692321,708340.656806
2021,731855.984986,723258.241049
2022,745386.914671,734390.854009
2023,754754.481377,741737.782777
2024,763081.207337,748159.872826
2025,771407.933297,754610.291493
2026,782857.181492,763949.9165
2027,792224.748197,771408.863339
2028,799510.633413,776986.49881
2029,809919.040863,785451.440681
2030,816164.085333,790126.154524
2031,827613.333528,799594.67565
