year,Base case diesel consumed,Modeled residential ashp
2017,55956.8347778,31385.3193215
2018,55956.8347778,31385.3193215
2019,55956.8347778,31385.3193215
2020,55956.8347778,31385.3193215
2021,57338.2249317,32766.7094754
2022,57338.2249317,32766.7094754
2023,57338.2249317,32766.7094754
2024,57338.2249317,32766.7094754
2025,57338.2249317,32766.7094754
2026,57338.2249317,32766.7094754
2027,58719.6150856,34148.0996293
2028,58719.6150856,34148.0996293
2029,58719.6150856,34148.0996293
2030,58719.6150856,34148.0996293
2031,60101.0052395,35529.4897832
