year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,70625.0287231,52262.5212551
2018,70625.0287231,52262.5212551
2019,70625.0287231,52262.5212551
2020,70625.0287231,52262.5212551
2021,70625.0287231,52262.5212551
2022,70625.0287231,52262.5212551
2023,70625.0287231,52262.5212551
2024,70625.0287231,52262.5212551
2025,70625.0287231,52262.5212551
2026,70625.0287231,52262.5212551
2027,70625.0287231,52262.5212551
2028,70625.0287231,52262.5212551
2029,70625.0287231,52262.5212551
2030,70625.0287231,52262.5212551
2031,70625.0287231,52262.5212551
