year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,49672.8,394753.95,229554.57,19599.12,195547.69,236218.83
2018,53245.48,423003.96,241172.32,20963.56,208931.31,252386.05
2019,58082.05,461141.48,256856.3,22793.57,226999.2,274211.8
2020,60305.66,478797.73,264117.4,23654.3,235363.96,284316.31
2021,61809.72,490803.99,275697.02,24246.51,241052.0,295809.4
2022,62958.92,499985.24,279566.01,24700.18,245401.67,301147.15
2023,63754.18,506341.5,282244.53,25014.55,248412.99,304842.51
2024,64457.7,511991.5,284625.45,25296.9,251089.71,308127.28
2025,65159.44,517641.5,287006.36,25580.79,253766.43,311412.05
2026,66120.27,525410.25,290280.11,25974.64,257446.93,315928.61
2027,66894.32,531766.51,300016.59,26307.34,260458.24,324618.1
2028,67489.13,536710.26,302150.07,26572.36,262800.38,327537.18
2029,68354.42,543772.76,305197.92,26937.43,266146.28,331707.29
2030,68859.38,548010.26,307026.62,27168.77,268153.82,334209.36
2031,69812.96,555779.02,317680.98,27568.77,271834.32,344008.75
2032,,,321112.47,,,348666.44
2033,,,324232.02,,,352900.72
2034,,,327975.47,,,357981.84
2035,,,330159.15,,,360945.83
2036,,,341258.05,,,371142.98
