year,Base case cost,Modeled diesel efficiency
2019,337054.464981,495340.316154
2020,355319.574557,507516.980766
2021,368165.67141,514871.050966
2022,378312.954508,519873.002545
2023,385142.321963,521957.640261
2024,391295.916718,523524.592541
2025,398077.167446,525756.529247
2026,406990.523811,530018.91967
2027,415179.990749,533713.244277
2028,422015.773768,536264.852871
2029,431023.225065,540876.550837
2030,436589.795751,542444.008983
2031,446416.300669,547966.003196
2032,456313.376786,553632.102884
2033,464869.600111,558157.321453
2034,474912.09567,564109.94271
2035,481386.468605,566893.275177
2036,491517.712794,573073.749984
2037,498068.003232,576069.822002
2038,508305.10422,582486.885388
