year,Base case cost,Modeled solar power (pv)
2016,232211.32459,235586.647884
2017,270404.243976,272977.798124
2018,299050.804721,301019.261089
2019,337054.464981,338260.198068
2020,355319.574557,356123.210117
2021,368165.67141,368670.103364
2022,378312.954508,378571.573845
2023,385142.321963,385207.272414
2024,391295.916718,391183.362973
2025,398077.167446,397791.410082
2026,406990.523811,406501.57458
2027,415179.990749,414515.134918
2028,422015.773768,421201.660615
2029,431023.225065,430030.238264
2030,436589.795751,435466.312587
2031,446416.300669,445110.99686
2032,456313.376786,454830.482504
2033,464869.600111,463224.037708
2034,474912.09567,473086.37661
2035,481386.468605,479437.770242
