year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,58211.0,435201.47,536159.84,60714.09,363812.3,319123.06
2018,61478.4,459274.68,577092.68,63049.02,377049.71,337034.14
2019,65784.17,491051.33,628852.46,66106.23,394523.08,359244.75
2020,67902.53,506458.18,661463.13,67665.53,402995.02,373692.32
2021,69377.99,517050.4,688630.29,68784.79,408819.48,385923.78
2022,70468.41,524753.83,712526.38,69641.86,413055.45,396823.8
2023,71302.16,530531.4,727193.58,70324.2,416232.43,403353.11
2024,71879.48,534383.11,746496.28,70832.9,418350.42,412395.31
2025,72717.46,540160.69,768667.24,71524.18,421527.39,422569.9
2026,73687.3,546901.19,792496.0,72309.86,425233.87,433390.3
2027,74398.4,551715.83,813903.82,72916.37,427881.35,443237.56
2028,75110.27,556530.47,835560.14,73524.01,430528.83,453173.28
2029,75960.94,562308.04,858899.11,74243.23,433705.81,463763.66
2030,76550.76,566159.76,887109.67,74778.61,435823.79,476950.98
2031,77529.91,572900.26,912566.18,75582.49,439530.27,488350.84
2032,78503.51,579640.76,930705.3,76371.58,443236.74,496171.78
2033,79475.74,586381.26,956770.66,77156.29,446943.21,507788.39
2034,80579.32,594084.69,984742.33,78033.49,451179.19,520139.28
2035,81162.65,597936.4,1006778.65,78548.93,453297.17,530154.62
2036,82272.14,605639.83,1027445.36,79438.73,457533.14,538931.02
2037,82861.57,609491.54,1049929.0,79967.73,459651.13,549105.6
2038,83973.95,617194.97,1079192.93,80862.69,463887.1,561916.52
2039,84689.87,622009.62,1103843.81,81471.63,466534.58,572918.28
2040,85927.66,630675.97,1127199.63,82443.39,471300.04,582707.63
