year,Base case cost,Modeled non-residential energy efficiency
2017,799013.767699,802997.472099
2018,836324.389524,834556.018875
2019,885574.410332,877006.761203
2020,909453.2083,896479.533908
2021,925869.881903,909230.167736
2022,937809.280886,917966.964051
2023,946763.830124,924043.496736
2024,952733.529616,927458.611532
2025,961688.078854,933630.204631
2026,972135.052965,941202.419404
2027,979597.17733,946109.913325
2028,987059.301695,951061.148321
2029,996013.850933,957409.855025
2030,1001983.55042,961090.764787
2031,1012430.52454,968876.679104
