year,annotation,diesel generation efficiency
2002,,13.29
2003,,13.3
2004,,12.63
2005,,13.37
2006,,13.48
2007,,13.67
2008,,14.31
2009,,14.21
2010,,13.97
2011,,13.8
2012,,13.63
2013,,13.25
2014,start of forecast,13.56
2015,,13.56
2016,,13.56
2017,,13.56
2018,,13.56
2019,,13.56
2020,,13.56
2021,,13.56
2022,,13.56
2023,,13.56
2024,,13.56
2025,,13.56
2026,,13.56
2027,,13.56
2028,,13.56
2029,,13.56
2030,,13.56
2031,,13.56
2032,,13.56
2033,,13.56
2034,,13.56
2035,,13.56
2036,,13.56
2037,,13.56
2038,,13.56
2039,,13.56
2040,,13.56
