year,Base case cost,Modeled wind power
2019,257104.637691,417950.48059
2020,275989.528611,426225.057126
2021,290049.984562,431565.160331
2022,301550.776971,435523.108466
2023,311199.646911,438449.124796
2024,318925.820273,440269.851287
2025,328834.195272,443668.17538
2026,340177.2204,448248.953207
2027,349316.664214,451436.162428
2028,358818.825327,455084.00793
2029,369788.811933,459940.431002
2030,378703.400511,463544.582602
2031,390828.62697,469385.950589
2032,402604.406274,474966.928185
2033,414535.003938,480789.693654
2034,427499.935689,487376.852499
2035,436256.019756,491257.591689
2036,449798.202818,498585.93906
2037,459060.764089,503133.250423
2038,472918.481712,510933.475088
