year,population
2003,313.0
2004,319.0
2005,328.0
2006,325.0
2007,327.0
2008,349.0
2009,358.0
2010,388.0
2011,394.0
2012,403.0
2013,410.0
2014,418.0
2015,425.0
2016,432.0
2017,440.0
2018,447.0
2019,455.0
2020,462.0
2021,470.0
2022,478.0
2023,486.0
2024,494.0
2025,502.0
2026,510.0
2027,518.0
2028,527.0
2029,536.0
2030,544.0
2031,553.0
2032,561.0
2033,568.0
2034,575.0
2035,583.0
2036,590.0
2037,598.0
2038,606.0
2039,613.0
2040,619.0
