year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,96292.8600232,71256.7164172
2018,96292.8600232,71256.7164172
2019,96292.8600232,71256.7164172
2020,96292.8600232,71256.7164172
2021,96292.8600232,71256.7164172
2022,96292.8600232,71256.7164172
2023,96292.8600232,71256.7164172
2024,96292.8600232,71256.7164172
2025,96292.8600232,71256.7164172
2026,96292.8600232,71256.7164172
2027,96292.8600232,71256.7164172
2028,96292.8600232,71256.7164172
2029,96292.8600232,71256.7164172
2030,96292.8600232,71256.7164172
2031,96292.8600232,71256.7164172
