year,Base case diesel consumed,Modeled diesel efficiency
2019,97388.1203376,88534.6548523
2020,98567.6887898,89606.9898089
2021,99673.5342138,90612.3038307
2022,100853.102666,91684.6387873
2023,102032.671118,92756.9737439
2024,103212.23957,93829.3087004
2025,104391.808023,94901.643657
2026,105645.099503,96040.9995484
2027,106824.667955,97113.334505
2028,108077.959436,98252.6903963
2029,109404.973945,99459.0672225
2030,110731.988453,100665.444049
2031,111985.279934,101804.79994
2032,113091.125358,102810.113962
2033,114196.970782,103815.427984
2034,115229.093178,104753.721071
2035,116334.938602,105759.035092
2036,117440.784026,106764.349114
2037,118620.352478,107836.684071
2038,119726.197902,108841.998093
