year,Base case cost,Modeled water and wastewater efficiency
2017,118925.080409,113608.525416
2018,124527.419876,114748.423218
2019,131890.404493,116680.287539
2020,135568.061774,117055.865533
2021,138162.783253,116994.563461
2022,140110.270027,116683.626227
2023,141626.368067,116215.147374
2024,142712.387309,115589.335847
2025,144241.647732,115182.115917
2026,145997.159197,114899.484202
2027,147314.771482,114453.000964
2028,148634.279189,114032.203397
2029,150204.171925,113748.675708
2030,151329.374407,113295.579746
2031,153112.397806,113149.197126
