year,Base case diesel consumed,Modeled diesel efficiency
2019,87812.5236838,79829.5669853
2020,88669.9283088,80609.0257353
2021,89527.3329339,81388.4844854
2022,90384.737559,82167.9432354
2023,91242.142184,82947.4019855
2024,92099.5468091,83726.8607356
2025,93028.4018196,84571.2743814
2026,93885.8064447,85350.7331315
2027,94814.6614551,86195.1467774
2028,95743.5164656,87039.5604233
2029,96743.8218615,87948.928965
2030,97672.676872,88793.3426109
2031,98601.5318825,89637.7562568
2032,99458.9365076,90417.2150069
2033,100244.890747,91131.7188611
2034,101030.844987,91846.2227153
2035,101888.249612,92625.6814654
2036,102674.203852,93340.1853196
2037,103531.608477,94119.6440697
2038,104389.013102,94899.1028197
