year,Base case cost,Modeled diesel efficiency
2019,231825.062525,440249.72452
2020,248275.799265,449826.041277
2021,260524.538838,455708.42854
2022,270250.365301,459420.371647
2023,278288.533661,461718.307875
2024,284587.59964,462552.651834
2025,293039.465732,465458.74493
2026,302312.296752,469223.140602
2027,310043.942958,471695.805664
2028,317868.474666,474359.695762
2029,326994.117892,478310.69549
2030,334040.554902,480473.344624
2031,344119.34627,485492.129569
2032,354073.813967,490495.012228
2033,363888.953412,495466.075781
2034,374824.434901,501548.252223
2035,382080.936045,504376.350363
2036,393242.200752,510842.562957
2037,400667.324805,513998.543241
2038,412336.601752,521097.081824
