year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,13733.04,837832.0,837832.0
2004,,13733.04,890250.0,890250.0
2005,,13733.04,921988.0,921988.0
2006,,13733.04,926374.0,926374.0
2007,,13733.04,954901.0,954901.0
2008,,13733.04,1025065.0,1025065.0
2009,,13733.04,1137041.0,1137041.0
2010,,13733.04,1207506.0,1207506.0
2011,,13733.04,1228862.0,1228862.0
2012,,13733.04,1237412.0,1237412.0
2013,,13733.04,1156613.0,1156613.0
2014,,13733.04,1118029.0,1118029.0
2015,,13733.04,1143206.0,1143206.0
2016,start of forecast,13733.04,1194000.0,1194000.0
2017,,13733.04,1206000.0,1206000.0
2018,,13733.04,1217000.0,1217000.0
2019,,13733.04,1229000.0,1229000.0
2020,,13733.04,1241000.0,1241000.0
2021,,13733.04,1253000.0,1253000.0
2022,,13733.04,1265000.0,1265000.0
2023,,13733.04,1277000.0,1277000.0
2024,,13733.04,1289000.0,1289000.0
2025,,13733.04,1302000.0,1302000.0
2026,,13733.04,1314000.0,1314000.0
2027,,13733.04,1327000.0,1327000.0
2028,,13733.04,1340000.0,1340000.0
2029,,13733.04,1354000.0,1354000.0
2030,,13733.04,1367000.0,1367000.0
2031,,13733.04,1380000.0,1380000.0
2032,,13733.04,1392000.0,1392000.0
2033,,13733.04,1403000.0,1403000.0
2034,,13733.04,1414000.0,1414000.0
2035,,13733.04,1426000.0,1426000.0
2036,,13733.04,1437000.0,1437000.0
2037,,13733.04,1449000.0,1449000.0
2038,,13733.04,1461000.0,1461000.0
2039,,13733.04,1472000.0,1472000.0
2040,,13733.04,1482000.0,1482000.0
