year,Base case cost,Modeled non-residential energy efficiency
2017,757675.757174,777196.924538
2018,794241.566261,808092.149059
2019,842508.434257,849705.849148
2020,865910.552073,868718.892719
2021,881999.508071,881122.524841
2022,893700.566979,889580.900496
2023,902476.36116,895425.49238
2024,908326.890614,898655.09017
2025,917102.684795,904599.36012
2026,927341.11134,911924.435918
2027,934654.273157,916631.054229
2028,941967.434975,921383.538372
2029,950743.229156,927513.525401
2030,956593.75861,931021.829398
2031,966832.185154,938570.985421
