year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,58211.0,435206.11,536159.84,55266.45,322469.65,290489.39
2018,61478.4,459279.58,577092.68,57522.25,334961.99,307490.31
2019,65784.17,491056.56,628852.46,60477.87,351451.88,328658.21
2020,67902.53,506463.58,661463.13,61981.66,359446.97,342302.39
2021,69377.99,517055.91,688630.29,63059.02,364943.6,353798.77
2022,70468.41,524759.42,712526.38,63882.17,368941.15,364004.76
2023,71302.16,530537.05,727193.58,64535.93,371939.31,370153.78
2024,71879.48,534388.81,746496.28,65021.23,373938.08,378559.22
2025,72717.46,540166.44,768667.24,65683.4,376936.24,388062.13
2026,73687.3,546907.01,792496.0,66436.95,380434.1,398190.95
2027,74398.4,551721.71,813903.82,67016.94,382932.57,407376.63
2028,75110.27,556536.4,835560.14,67598.06,385431.03,416648.05
2029,75960.94,562314.03,858899.11,68286.38,388429.19,426553.94
2030,76550.76,566165.79,887109.67,68796.76,390427.97,438797.7
2031,77529.91,572906.36,912566.18,69567.67,393925.82,449488.12
2032,,,930705.3,,,456888.96
2033,,,956770.66,,,467789.44
2034,,,984742.33,,,479401.57
2035,,,1006778.65,,,488750.15
2036,,,1027445.36,,,497076.99
