year,Base case cost,Modeled transmission and interties
2021,260524.538838,
2022,270250.365301,
2023,278288.533661,
2024,284587.59964,
2025,293039.465732,
2026,302312.296752,
2027,310043.942958,
2028,317868.474666,
2029,326994.117892,
2030,334040.554902,
2031,344119.34627,
2032,354073.813967,
2033,363888.953412,
2034,374824.434901,
2035,382080.936045,
2036,393242.200752,
2037,400667.324805,
2038,412336.601752,
2039,420699.869365,
2040,433087.93719,
