year,Base case cost,Modeled non-residential energy efficiency
2017,55740.7527221,64517.3539244
2018,59634.2327829,67910.8484968
2019,64825.5395307,72567.0219392
2020,67421.1929045,74723.5539473
2021,69151.6284871,76052.2991366
2022,70593.6581393,77110.4151932
2023,71458.8759306,77619.0381534
2024,72179.8907566,77995.9969113
2025,73189.3115131,78659.1247316
2026,74342.9352349,79468.9082943
2027,75208.1530261,80007.1629742
2028,76073.3708174,80552.3966579
2029,77082.7915739,81243.783509
2030,77659.6034348,81523.8129636
2031,78813.2271565,82367.6929403
