year,Base case cost,Modeled residential energy efficiency
2017,254128.758603,273887.130113
2018,275933.176931,292317.099123
2019,297565.487959,309877.767145
2020,308381.643473,318100.284562
2021,315592.413815,323227.731179
2022,321601.389101,327340.720052
2023,325206.774272,329398.017573
2024,328211.261915,330959.955517
2025,325260.112277,326429.447534
2026,329963.011693,329496.196208
2027,333490.186256,331571.63177
2028,337017.360818,333669.759825
2029,333623.01773,328787.943692
2030,328360.806548,322301.662593
2031,325189.343045,317604.914119
