year,Base case diesel consumed,Modeled residential ashp
2017,8578.19361457,-21814.0390127
2018,8785.82482727,-21606.4078
2019,8785.82482727,-21606.4078
2020,8785.82482727,-21606.4078
2021,8785.82482727,-21606.4078
2022,8785.82482727,-21606.4078
2023,8785.82482727,-21606.4078
2024,8785.82482727,-21606.4078
2025,8578.19361457,-21814.0390127
2026,8578.19361457,-21814.0390127
2027,8578.19361457,-21814.0390127
2028,8578.19361457,-21814.0390127
2029,8370.56240187,-22021.6702254
2030,8162.93118917,-22229.3014381
2031,7955.29997647,-22436.9326508
