year,Base case diesel consumed,Modeled residential energy efficiency
2017,30392.2326273,22333.5032289
2018,31127.8625746,23069.1331762
2019,31127.8625746,23069.1331762
2020,31127.8625746,23069.1331762
2021,31127.8625746,23069.1331762
2022,31127.8625746,23069.1331762
2023,31127.8625746,23069.1331762
2024,31127.8625746,23069.1331762
2025,30392.2326273,22333.5032289
2026,30392.2326273,22333.5032289
2027,30392.2326273,22333.5032289
2028,30392.2326273,22333.5032289
2029,29656.6026799,21597.8732815
2030,28920.9727326,20862.2433342
2031,28185.3427852,20126.6133868
