year,population
2003,105.0
2004,104.0
2005,113.0
2006,126.0
2007,124.0
2008,116.0
2009,111.0
2010,113.0
2011,109.0
2012,110.0
2013,111.0
2014,112.0
2015,114.0
2016,115.0
2017,116.0
2018,117.0
2019,118.0
2020,118.0
2021,118.0
2022,118.0
2023,118.0
2024,117.0
2025,116.0
2026,116.0
2027,116.0
2028,116.0
2029,113.0
2030,111.0
2031,109.0
2032,110.0
2033,111.0
2034,112.0
2035,112.0
2036,111.0
2037,110.0
2038,109.0
2039,107.0
2040,108.0
