year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,1664,574650
2004,,0,0,0,0,0,528244
2005,,0,0,0,0,0,535352
2006,,0,0,0,0,103762,527647
2007,,0,0,0,0,825,609862
2008,,0,0,0,0,0,667067
2009,,0,0,0,0,12924,567169
2010,,0,0,0,0,0,603591
2011,,0,0,0,0,42111,501375
2012,,0,0,0,0,365204,366944
2013,,0,0,0,0,86922,530167
2014,start of forecast,0,0,0,0,312652,313348
2015,,0,0,0,0,312652,313348
2016,,0,0,0,0,312652,313348
2017,,0,0,0,0,312652,312348
2018,,0,0,0,0,312652,312348
2019,,0,0,0,0,312652,312348
2020,,0,0,0,0,312652,311348
2021,,0,0,0,0,312652,311348
2022,,0,0,0,0,312652,310348
2023,,0,0,0,0,312652,310348
2024,,0,0,0,0,312652,310348
2025,,0,0,0,0,312652,309348
2026,,0,0,0,0,312652,308348
2027,,0,0,0,0,312652,308348
2028,,0,0,0,0,312652,307348
2029,,0,0,0,0,312652,307348
2030,,0,0,0,0,312652,306348
2031,,0,0,0,0,312652,305348
2032,,0,0,0,0,312652,304348
2033,,0,0,0,0,312652,304348
2034,,0,0,0,0,312652,303348
2035,,0,0,0,0,312652,302348
2036,,0,0,0,0,312652,301348
2037,,0,0,0,0,312652,300348
2038,,0,0,0,0,312652,300348
2039,,0,0,0,0,312652,299348
2040,,0,0,0,0,312652,298348
