year,Base case cost,Modeled non-residential energy efficiency
2017,281223.318064,358263.045143
2018,312822.812359,385153.491063
2019,358247.085409,424841.000429
2020,379971.737737,442731.955368
2021,394784.000688,454300.695999
2022,405646.326852,462277.026816
2023,413546.200426,467570.127841
2024,420458.589803,471999.53194
2025,428358.463377,477384.798232
2026,437245.821148,483724.859456
2027,445145.694721,489198.021385
2028,452058.084098,493803.266232
2029,460945.441869,500270.577965
2030,466870.347049,504047.356028
2031,476745.189017,511504.934375
