year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,533753.0,185998.0,347755.0
2004,,497900.0,184147.0,313753.0
2005,,489641.0,184248.0,305393.0
2006,,498455.0,194054.0,304401.0
2007,,531442.0,209645.0,321797.0
2008,,529725.0,203637.0,326088.0
2009,,514563.0,193999.0,320564.0
2010,,521996.0,213465.0,308531.0
2011,,496745.0,206182.0,290563.0
2012,,484084.0,198190.0,285894.0
2013,,515431.0,187368.0,328063.0
2014,start of forecast,502996.0,201490.0,301507.0
2015,,502859.0,201352.0,301507.0
2016,,502680.0,201173.0,301507.0
2017,,502463.0,200957.0,301507.0
2018,,502218.0,200712.0,301507.0
2019,,501950.0,200443.0,301507.0
2020,,501647.0,200140.0,301507.0
2021,,501310.0,199803.0,301507.0
2022,,500950.0,199444.0,301507.0
2023,,500568.0,199061.0,301507.0
2024,,500175.0,198669.0,301507.0
2025,,499755.0,198248.0,301507.0
2026,,499303.0,197797.0,301507.0
2027,,498813.0,197307.0,301507.0
2028,,498294.0,196787.0,301507.0
2029,,497807.0,196300.0,301507.0
2030,,497279.0,195772.0,301507.0
2031,,496715.0,195208.0,301507.0
2032,,496099.0,194592.0,301507.0
2033,,495463.0,193956.0,301507.0
2034,,494821.0,193314.0,301507.0
2035,,494182.0,192675.0,301507.0
2036,,493550.0,192044.0,301507.0
2037,,492927.0,191421.0,301507.0
2038,,492296.0,190790.0,301507.0
2039,,491655.0,190148.0,301507.0
2040,,491012.0,189505.0,301507.0
