year,Base case cost,Modeled water and wastewater efficiency
2017,40984.380415,76724.5730853
2018,45633.2828352,78819.8180513
2019,52319.4056954,82357.5411298
2020,55403.2342521,83417.8128286
2021,57416.1434998,83759.275226
2022,58813.4289213,83697.7319081
2023,59745.8768029,83337.3989221
2024,60517.1312595,82888.7067205
2025,61406.69483,82545.3796084
2026,62409.2799344,82303.206322
2027,63230.1837155,81956.8649838
2028,63875.8029929,81510.2698744
2029,64816.7334468,81289.8345604
2030,65292.470528,80766.6989329
2031,66292.4102653,80627.9455883
