year,Base case diesel consumed,Modeled residential ashp
2017,10635.0448958,1594.50813845
2018,10635.0448958,1594.50813845
2019,10635.0448958,1594.50813845
2020,10635.0448958,1594.50813845
2021,10635.0448958,1594.50813845
2022,10635.0448958,1594.50813845
2023,10635.0448958,1594.50813845
2024,10635.0448958,1594.50813845
2025,10635.0448958,1594.50813845
2026,10635.0448958,1594.50813845
2027,10635.0448958,1594.50813845
2028,10635.0448958,1594.50813845
2029,10635.0448958,1594.50813845
2030,10635.0448958,1594.50813845
2031,10635.0448958,1594.50813845
