year,Base case cost,Modeled water and wastewater efficiency
2017,53262.0720738,40704.6754433
2018,56625.9349424,42836.469719
2019,61298.3704419,45843.9590985
2020,63538.8275975,47231.6897896
2021,65030.880102,48122.7121919
2022,66149.4682529,48766.8146112
2023,66987.9393889,49226.2994926
2024,67638.6340723,49563.1244366
2025,68383.5613983,49964.8469143
2026,69314.7272466,50493.2893824
2027,70153.5301675,50961.9217688
2028,70803.6671208,51307.380106
2029,71640.9876164,51779.7126934
2030,72197.8685088,52066.995477
2031,73126.1592884,52604.8077914
