year,Base case cost,Modeled residential energy efficiency
2017,100373.678421,100437.503269
2018,105717.825323,105310.321837
2019,113140.251576,112132.717527
2020,116703.016178,115343.263349
2021,119078.192579,117444.497695
2022,120859.574879,118992.486631
2023,122195.611605,120126.196278
2024,123234.75128,120984.594347
2025,124422.339481,121984.71781
2026,136375.973481,133734.68619
2027,137826.090413,134993.119019
2028,138953.959137,135950.639668
2029,140404.076068,137214.027126
2030,141370.820689,138024.676844
2031,142982.061724,139444.498839
2032,144754.426862,141018.31009
2033,146365.667896,142442.638293
2034,148138.033035,144020.850137
2035,149265.901759,144994.347491
2036,151038.266897,146576.756069
