year,Base case cost,Modeled residential energy efficiency
2017,81304.9300618,81304.9300618
2018,85182.8696787,85182.8696787
2019,90741.2497964,90741.2497964
2020,93326.5428743,93326.5428743
2021,83986.3195117,83986.3195117
2022,85125.8288284,85125.8288284
2023,86037.4362817,86037.4362817
2024,86721.1418717,86721.1418717
2025,87632.749325,87632.749325
2026,76751.2519274,76751.2519274
2027,77441.7123934,77441.7123934
2028,78132.1728594,78132.1728594
2029,78921.2705349,78921.2705349
2030,67093.9302992,67093.9302992
2031,67927.1651712,67927.1651712
2032,68677.0765559,68677.0765559
2033,69510.3114279,69510.3114279
2034,70343.5462999,70343.5462999
2035,57833.8434397,57833.8434397
2036,58513.9410894,58513.9410894
