year,Base case cost,Modeled solar power (pv)
2016,8191537.66969,8500136.98505
2017,9752906.56712,10030043.2357
2018,10904335.9298,11156686.3621
2019,12501272.9353,12722804.5707
2020,13280662.4115,13483939.1465
2021,13802236.3101,13991289.495
2022,14195836.0515,14372786.8641
2023,14493191.4804,14659661.2564
2024,14727893.9011,14885019.3628
2025,14995196.6854,15142758.7592
2026,15327127.1052,15464472.936
2027,15634021.2465,15761822.1839
2028,15870054.8359,15989399.3328
2029,16172306.9344,16282541.7423
2030,16379280.9964,16481897.0577
2031,16714554.9348,16808052.5281
2032,17081732.8215,17165905.0546
2033,17415399.9268,17490876.492
2034,17781285.0928,17847856.9778
2035,18023020.582,18082528.7286
