year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,3166528.11,15960.86,2896792.64,1972469.37
2018,3169865.1,16062.9,2896792.64,1996869.87
2019,3172911.91,16156.33,2896792.64,2020209.48
2020,3177191.96,16288.07,2896792.64,2052036.22
2021,3180238.78,16381.99,2896792.64,2075375.83
2022,3182922.88,16464.13,2896792.64,2095532.76
2023,3185316.81,16539.08,2896792.64,2113567.91
2024,3187855.82,16616.65,2896792.64,2132663.96
2025,3190467.38,16696.06,2896792.64,2152820.89
2026,3193151.48,16779.16,2896792.64,2172977.82
2027,3197141.36,16901.17,2896792.64,2202682.78
2028,3199607.83,16976.73,2896792.64,2221778.82
2029,3202437.02,17064.69,2896792.64,2242996.65
2030,3205338.75,17153.8,2896792.64,2264214.47
2031,3208167.93,17240.81,2896792.64,2286493.19
