year,Base case cost,Modeled diesel efficiency
2019,12501272.9353,12927348.6085
2020,13280662.4115,13599262.1126
2021,13802236.3101,14037656.1553
2022,14195836.0515,14360548.275
2023,14493191.4804,14596764.1408
2024,14727893.9011,14776822.1134
2025,14995196.6854,14987297.4334
2026,15327127.1052,15257287.5071
2027,15634021.2465,15505261.8159
2028,15870054.8359,15689544.4794
2029,16172306.9344,15934735.7894
2030,16379280.9964,16094004.0603
2031,16714554.9348,16370585.6923
2032,17081732.8215,16676832.1525
2033,17415399.9268,16953260.006
2034,17781285.0928,17259607.6132
2035,18023020.582,17453707.7033
2036,18394855.7456,17766681.6186
2037,18640068.9583,17965131.9669
2038,19017456.5825,18284314.4051
