year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,84275.76,15295505.69,11820005.43,168124.13,14371104.68,6136306.24
2018,90597.2,16338351.04,12685098.36,178719.54,15172940.31,6546878.03
2019,99202.35,17786747.35,13843467.76,193031.25,16286600.9,7097423.97
2020,103920.37,18481977.59,14554048.89,201105.75,16821157.99,7428989.77
2021,107140.7,18945464.41,15051644.99,206632.3,17177529.38,7660229.33
2022,109653.63,19293079.52,15449296.91,210971.9,17444807.92,7844192.49
2023,111641.34,19553790.86,15772482.02,214433.97,17645266.83,7992949.95
2024,113328.07,19756566.35,16064272.55,217412.15,17801179.31,8126191.36
2025,115205.36,19988309.76,16388330.15,220708.76,17979365.01,8274289.13
2026,117456.7,20277989.02,16759072.42,224629.93,18202097.13,8444376.21
2027,119831.88,20538700.36,17186413.07,228865.61,18402556.03,8638067.3
2028,121556.0,20741475.84,17490934.3,231905.03,18558468.52,8776531.83
2029,123721.6,21002187.18,17859841.14,235704.65,18758927.42,8944648.14
2030,125396.89,21175994.74,18164640.76,238704.87,18892566.69,9082209.23
2031,127757.05,21465674.0,18572020.89,242824.23,19115298.81,9267728.17
