year,Base case cost,Modeled non-residential energy efficiency
2017,89820.6991673,104129.659436
2018,96399.011852,110053.049232
2019,105523.768157,118498.884349
2020,109980.044491,122357.055469
2021,112950.895381,124763.940127
2022,115285.135366,126555.692756
2023,116982.764446,127732.027337
2024,118255.986256,128501.776383
2025,119953.615336,129701.114449
2026,121863.448051,131120.663328
2027,123561.077131,132341.939223
2028,124834.298941,133155.576277
2029,126744.131656,134606.885548
2030,127805.149831,135231.841971
2031,129927.186181,136912.215415
