year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,33418.24,5217.14,20031.21,27143.87
2018,34671.13,5216.11,20031.21,27143.87
2019,34654.14,5215.25,20031.21,27143.87
2020,32077.42,5214.45,20031.21,27143.87
2021,31855.01,5213.67,20031.21,27143.87
2022,31090.93,5213.02,20031.21,27143.87
2023,30002.98,5212.39,20031.21,26232.56
2024,29486.14,5211.83,20031.21,26232.56
2025,28796.3,5211.28,20031.21,26232.56
2026,28081.32,5210.75,20031.21,26232.56
2027,27440.77,5210.21,20031.21,26232.56
2028,26758.98,5209.67,20031.21,26232.56
2029,26603.76,5209.54,20031.21,26232.56
2030,26535.34,5209.46,20031.21,26232.56
2031,26233.54,5209.23,20031.21,26232.56
2032,25634.29,5208.77,20031.21,26232.56
2033,25036.71,5208.27,20031.21,26232.56
2034,24512.22,5207.83,20031.21,26232.56
2035,24063.18,5207.52,20031.21,26232.56
2036,23913.69,5207.36,20031.21,26232.56
2037,23838.71,5207.34,20031.21,26232.56
2038,23913.58,5207.35,20031.21,26232.56
2039,23838.76,5207.33,20031.21,26232.56
2040,23838.74,5207.32,20031.21,26232.56
