year,Base case cost,Modeled biomass for heat (cordwood)
2017,138908.126037,153922.517111
2018,155146.684714,168193.1814
2019,177671.423391,188131.842228
2020,188669.722068,197700.432502
2021,196004.182068,203978.39018
2022,201763.120745,208845.055864
2023,202368.79397,208722.506498
2024,205457.35397,211194.521192
2025,209571.362647,214594.69768
2026,214204.112647,218468.360355
2027,218317.871323,221882.0106
2028,221406.311323,224381.360532
2029,226038.971323,228274.801712
2030,228608.23,230319.949949
2031,233755.53,234688.314432
2032,238388.1,238600.169604
2033,243530.668677,242975.706227
2034,248677.868677,247361.617491
2035,252280.908677,250365.572613
2036,257423.107354,254757.568516
