year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,52392.0,47172.1616843
2018,52391.0,47171.1616843
2019,52390.0,47170.1616843
2020,52389.0,47169.1616843
2021,52389.0,47169.1616843
2022,52388.0,47168.1616843
2023,51476.0,46256.1616843
2024,51476.0,46256.1616843
2025,51475.0,46255.1616843
2026,51475.0,46255.1616843
2027,51474.0,46254.1616843
2028,51474.0,46254.1616843
2029,51474.0,46254.1616843
2030,51473.0,46253.1616843
2031,51473.0,46253.1616843
2032,51473.0,46253.1616843
2033,51472.0,46252.1616843
2034,51472.0,46252.1616843
2035,51472.0,46252.1616843
2036,51471.0,46251.1616843
