year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,20031.2075555,14823.0935911
2018,20031.2075555,14823.0935911
2019,20031.2075555,14823.0935911
2020,20031.2075555,14823.0935911
2021,20031.2075555,14823.0935911
2022,20031.2075555,14823.0935911
2023,20031.2075555,14823.0935911
2024,20031.2075555,14823.0935911
2025,20031.2075555,14823.0935911
2026,20031.2075555,14823.0935911
2027,20031.2075555,14823.0935911
2028,20031.2075555,14823.0935911
2029,20031.2075555,14823.0935911
2030,20031.2075555,14823.0935911
2031,20031.2075555,14823.0935911
