year,Base case cost,Modeled water and wastewater efficiency
2017,26874.6407799,22962.8055005
2018,28617.1319555,24010.0445656
2019,31036.5077061,25504.6706357
2020,32215.3297614,26185.9020544
2021,32999.4987263,26609.8551971
2022,33615.1333899,26925.1674446
2023,34061.7806862,27131.4720984
2024,34396.0960067,27265.978704
2025,34843.0633532,27476.5512841
2026,35346.3897209,27726.1330696
2027,35793.234772,27940.4809874
2028,36127.3513049,28082.570056
2029,36633.2971534,28339.5431537
2030,36914.2688816,28450.3802307
2031,37475.7177217,28747.3274
