year,Base case cost,Modeled wind power
2019,682114.609809,810593.766244
2020,716360.231698,836809.124131
2021,741315.403704,855828.883614
2022,758930.819237,869254.596191
2023,770674.429593,878205.071242
2024,781502.387161,886589.035418
2025,793254.302757,895547.815709
2026,807944.197253,906746.291074
2027,820275.403388,916284.361905
2028,830565.596621,924130.561745
2029,843795.845063,934218.532969
2030,852616.01069,940943.847119
2031,867316.286737,952152.704034
2032,882016.562783,963361.560949
2033,896083.564226,973937.143261
2034,910773.458721,985135.618626
2035,919754.538388,991672.7049
2036,936552.925867,1004630.53134
2037,946029.205511,1012011.9595
2038,962188.089456,1024330.2824
