year,Base case cost,Modeled water and wastewater efficiency
2017,84439.8295404,79614.732577
2018,90445.6760548,83834.6454428
2019,98766.4406371,89681.1823807
2020,102513.897615,92314.2886026
2021,105227.104291,94220.5528964
2022,107198.343554,95605.6563153
2023,108524.810756,96537.7340401
2024,109681.591333,97350.5669657
2025,110993.727257,98272.5395726
2026,112603.245233,99403.3970312
2027,114001.225034,100385.880307
2028,115117.528655,101170.177148
2029,116594.513556,102207.978946
2030,117543.131724,102874.444162
2031,119149.879347,104003.347218
