year,Base case cost,Modeled residential energy efficiency
2017,732699.581128,747540.104772
2018,781607.859429,794969.549306
2019,857091.310545,868414.60793
2020,896139.424401,906543.446741
2021,910466.283887,920190.842064
2022,935199.620321,944444.556735
2023,945974.846782,954900.035354
2024,955403.169935,964048.579146
2025,966178.396396,974504.057765
2026,979647.429472,987573.406039
2027,999657.188301,1007263.41703
2028,1009173.21427,1016499.66364
2029,1021408.10481,1028374.83785
2030,1029564.6985,1036291.62066
2031,1043159.02131,1049486.25867
2032,1056753.34413,1062680.89669
2033,1060461.62793,1065989.49568
2034,1073930.661,1079058.84396
2035,1073259.95258,1078108.35617
2036,1087938.07025,1092346.82056
