year,Base case cost,Modeled solar power (pv)
2016,476071.969489,486044.974084
2017,552243.484608,561148.378908
2018,606872.243495,615049.339238
2019,682114.609809,689277.280371
2020,716360.231698,723118.155452
2021,741315.403704,747801.738468
2022,758930.819237,765254.774058
2023,770674.429593,776921.980845
2024,781502.387161,787695.972823
2025,793254.302757,799375.162889
2026,807944.197253,813953.861077
2027,820275.403388,826216.406148
2028,830565.596621,836459.624234
2029,843795.845063,849604.99169
2030,852616.01069,858400.991159
2031,867316.286737,873000.700698
2032,882016.562783,887602.7654
2033,896083.564226,901573.879415
2034,910773.458721,916170.179502
2035,919754.538388,925116.237352
