year,Base case cost,Modeled residential energy efficiency
2017,764838.705013,747119.610303
2018,792276.14353,770507.780477
2019,829512.667232,802678.749229
2020,857650.035218,827861.935772
2021,870553.041196,838357.387587
2022,879485.891488,845324.443244
2023,885441.125016,849650.787786
2024,879488.001674,842196.564748
2025,885367.452784,846493.602321
2026,893206.720932,852564.328889
2027,910254.59805,868074.114912
2028,915217.292657,871624.379639
2029,922165.065106,876972.054143
2030,927127.759713,880563.597361
2031,934075.532163,885951.582891
2032,942015.843533,892247.281051
2033,938282.512782,886888.330952
2034,946121.780929,893120.528451
2035,951021.323522,896743.942422
2036,958860.59167,903011.943309
