year,Base case diesel consumed,Modeled diesel efficiency
2019,89402.0880715,81274.6255196
2020,89402.0880715,81274.6255196
2021,89402.0880715,81274.6255196
2022,89402.0880715,81274.6255196
2023,89402.0880715,81274.6255196
2024,89402.0880715,81274.6255196
2025,89402.0880715,81274.6255196
2026,89402.0880715,81274.6255196
2027,89402.0880715,81274.6255196
2028,89402.0880715,81274.6255196
2029,89402.0880715,81274.6255196
2030,89402.0880715,81274.6255196
2031,89402.0880715,81274.6255196
2032,89402.0880715,81274.6255196
2033,89402.0880715,81274.6255196
2034,89402.0880715,81274.6255196
2035,89402.0880715,81274.6255196
2036,89326.1946356,81205.6314869
2037,89326.1946356,81205.6314869
2038,89250.3011996,81136.6374542
