year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,89326.19,9515.03,54645.68,52454.79
2018,89326.19,9515.41,54645.68,52454.79
2019,89402.09,9515.78,54645.68,52454.79
2020,89402.09,9516.14,54645.68,53262.47
2021,89402.09,9516.43,54645.68,53262.47
2022,89402.09,9516.45,54645.68,53262.47
2023,89402.09,9516.21,54645.68,53262.47
2024,89402.09,9515.83,54645.68,52454.79
2025,89402.09,9515.73,54645.68,52454.79
2026,89402.09,9515.88,54645.68,52454.79
2027,89402.09,9516.06,54645.68,53262.47
2028,89402.09,9516.33,54645.68,53262.47
2029,89402.09,9516.37,54645.68,53262.47
2030,89402.09,9516.26,54645.68,53262.47
2031,89402.09,9516.08,54645.68,53262.47
2032,89402.09,,,53262.47
2033,89402.09,,,52454.79
2034,89402.09,,,52454.79
2035,89402.09,,,52454.79
2036,89326.19,,,52454.79
