year,Base case diesel consumed,Modeled non-residential ashp
2017,54692.3421288,40823.2931887
2018,54692.3421288,40823.2931887
2019,54692.3421288,40823.2931887
2020,54692.3421288,40823.2931887
2021,54692.3421288,40823.2931887
2022,54692.3421288,40823.2931887
2023,54692.3421288,40823.2931887
2024,54692.3421288,40823.2931887
2025,54692.3421288,40823.2931887
2026,54692.3421288,40823.2931887
2027,54692.3421288,40823.2931887
2028,54692.3421288,40823.2931887
2029,54692.3421288,40823.2931887
2030,54692.3421288,40823.2931887
2031,54692.3421288,40823.2931887
