year,Base case cost,Modeled non-residential energy efficiency
2017,697910.661104,640701.018285
2018,726752.014574,664558.734835
2019,765893.851427,697493.887826
2020,784434.721514,712376.237765
2021,797825.349911,722769.717688
2022,807095.784955,729577.875648
2023,813276.074984,733704.277674
2024,818426.316675,736956.821858
2025,824606.606705,741143.42342
2026,832846.993411,747167.699786
2027,839027.28344,751411.712102
2028,844177.525131,754779.110087
2029,851387.863498,759982.188083
2030,856538.105189,763403.053997
2031,863748.443557,768658.346769
