year,annotation,Electricity price ($/kwh)
2002,,0.54
2003,,0.53
2004,,0.5
2005,,0.55
2006,,0.6
2007,,0.57
2008,,0.59
2009,,0.73
2010,,0.67
2011,,0.71
2012,,0.76
2013,,0.71
2014,,0.64
2015,,0.81
2016,start of forecast,0.69
2017,,0.72
2018,,0.74
2019,,0.77
2020,,0.79
2021,,0.8
2022,,0.8
2023,,0.81
2024,,0.81
2025,,0.82
2026,,0.82
2027,,0.83
2028,,0.83
2029,,0.84
2030,,0.84
2031,,0.84
2032,,0.85
2033,,0.86
2034,,0.86
2035,,0.87
2036,,0.87
2037,,0.88
2038,,0.88
2039,,0.89
2040,,0.89
