year,Base case cost,Modeled solar power (pv)
2016,214382.867125,223288.666922
2017,249220.083033,257495.088818
2018,274231.417531,282002.366138
2019,308437.203847,315610.724166
2020,324529.5797,331322.323418
2021,336151.851149,342622.71325
2022,344198.039075,350394.441564
2023,349562.16436,355520.402083
2024,354032.268763,359767.915236
2025,359396.394047,364904.95166
2026,366548.561093,371815.873301
2027,371912.686377,376963.733014
2028,376382.790781,381232.346365
2029,382640.936946,387274.804242
2030,387111.04135,391553.234622
2031,393369.187515,397605.595087
2032,400521.35456,404547.525497
2033,407673.521606,411494.362802
2034,414825.688652,418446.001366
2035,419295.793055,422747.55491
