year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,41302.78,237776.72,331566.33,92242.53,460133.94,433272.38
2018,43968.75,253077.51,346253.67,94963.81,473674.5,446022.47
2019,47586.44,273842.87,366186.49,98654.78,492050.98,463326.18
2020,49301.15,283679.09,381412.14,100406.91,500755.63,476237.89
2021,50539.81,290783.03,388336.26,101673.07,507042.32,482216.78
2022,51396.39,295701.14,393129.89,102546.17,511394.65,486356.01
2023,51966.04,298979.88,396325.63,103123.25,514296.2,489115.49
2024,52439.76,301712.16,392938.43,103600.67,516714.15,486549.57
2025,53010.15,304990.9,396085.72,104180.43,519615.7,489281.73
2026,53772.26,309362.56,400282.11,104959.09,523484.44,492924.62
2027,54344.25,312641.3,409641.25,105544.46,526385.99,500613.35
2028,54821.59,315373.58,412304.37,106034.61,528803.94,502912.92
2029,55487.99,319198.78,416032.75,106714.27,532189.09,506132.32
2030,55963.16,321931.06,418695.87,107196.91,534607.04,508431.89
2031,56628.24,325756.26,422424.24,107872.06,537992.18,511651.29
2032,,,426685.24,,,515330.6
2033,,,424411.31,,,513871.2
2034,,,428607.69,,,517514.09
2035,,,431230.43,,,519790.89
2036,,,435426.81,,,523433.78
