year,Base case cost,Modeled water and wastewater efficiency
2017,133545.312298,108937.031012
2018,138932.567039,112408.336219
2019,146241.216666,117232.607065
2020,149708.059881,119372.743991
2021,152212.878726,120845.731442
2022,153942.559471,121782.176426
2023,155089.297261,122316.555759
2024,156040.437841,122720.128577
2025,157190.574477,123269.432476
2026,158731.355407,124098.55232
2027,159888.702855,124664.975412
2028,160856.198884,125104.202295
2029,162202.255427,125814.037496
2030,163160.073224,126257.278231
2031,164500.303847,126973.672837
