year,Base case cost,Modeled biomass for heat (cordwood)
2017,237406.606691,266122.824366
2018,252720.366691,276349.222453
2019,273503.326691,290646.620498
2020,283347.886691,296878.772158
2021,290457.846691,301112.908234
2022,295380.126691,303752.973758
2023,298661.646691,305202.927283
2024,301396.246691,306271.261946
2025,304677.766691,307766.483764
2026,309053.126691,310092.589937
2027,312334.646691,311630.982966
2028,315069.246691,312785.684333
2029,318897.686691,314769.77003
2030,321632.286691,315964.677718
2031,325460.726691,317988.027402
2032,,
2033,,
2034,,
2035,,
2036,,
