year,Base case cost,Modeled diesel efficiency
2019,308437.203847,495610.1077
2020,324529.5797,505195.493817
2021,336151.851149,510835.368496
2022,344198.039075,513339.707216
2023,349562.16436,513518.550405
2024,354032.268763,512994.74813
2025,359396.394047,513391.212435
2026,366548.561093,515518.169566
2027,371912.686377,516122.173544
2028,376382.790781,516013.567346
2029,382640.936946,517628.242843
2030,387111.04135,517712.923064
2031,393369.187515,519516.354775
2032,400521.35456,522223.606022
2033,407673.521606,525019.795962
2034,414825.688652,527902.840153
2035,419295.793055,528432.464134
2036,426085.948412,531154.05598
2037,430552.258143,531843.950205
2038,437326.475878,534710.936073
