year,Base case diesel consumed,Modeled wind power
2019,89402.0880715,65204.1086606
2020,89402.0880715,65204.1086606
2021,89402.0880715,65204.1086606
2022,89402.0880715,65204.1086606
2023,89402.0880715,65204.1086606
2024,89402.0880715,65204.1086606
2025,89402.0880715,65204.1086606
2026,89402.0880715,65204.1086606
2027,89402.0880715,65204.1086606
2028,89402.0880715,65204.1086606
2029,89402.0880715,65204.1086606
2030,89402.0880715,65204.1086606
2031,89402.0880715,65204.1086606
2032,89402.0880715,65204.1086606
2033,89402.0880715,65204.1086606
2034,89402.0880715,65204.1086606
2035,89402.0880715,65204.1086606
2036,89326.1946356,65128.2152246
2037,89326.1946356,65128.2152246
2038,89250.3011996,65052.3217887
