year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,12236.0973529,9054.71204118
2018,12236.0973529,9054.71204118
2019,12236.0973529,9054.71204118
2020,12236.0973529,9054.71204118
2021,12236.0973529,9054.71204118
2022,12236.0973529,9054.71204118
2023,12236.0973529,9054.71204118
2024,12236.0973529,9054.71204118
2025,12236.0973529,9054.71204118
2026,12236.0973529,9054.71204118
2027,12236.0973529,9054.71204118
2028,12236.0973529,9054.71204118
2029,12236.0973529,9054.71204118
2030,12236.0973529,9054.71204118
2031,12236.0973529,9054.71204118
