year,Base case diesel consumed,Modeled residential energy efficiency
2017,30962.0943633,22762.6191929
2018,31697.7243107,23498.2491403
2019,31697.7243107,23498.2491403
2020,31697.7243107,23498.2491403
2021,31697.7243107,23498.2491403
2022,31697.7243107,23498.2491403
2023,31697.7243107,23498.2491403
2024,31697.7243107,23498.2491403
2025,30962.0943633,22762.6191929
2026,30962.0943633,22762.6191929
2027,30962.0943633,22762.6191929
2028,30962.0943633,22762.6191929
2029,30226.464416,22026.9892456
2030,29490.8344686,21291.3592982
2031,28755.2045213,20555.7293509
2032,29490.8344686,21291.3592982
2033,29490.8344686,21291.3592982
2034,29490.8344686,21291.3592982
2035,30226.464416,22026.9892456
2036,29490.8344686,21291.3592982
