year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,0.0,0.0,12236.1,30962.09
2018,0.0,0.0,12236.1,31697.72
2019,0.0,0.0,12236.1,31697.72
2020,0.0,0.0,12236.1,31697.72
2021,0.0,0.0,12236.1,31697.72
2022,0.0,0.0,12236.1,31697.72
2023,0.0,0.0,12236.1,31697.72
2024,0.0,0.0,12236.1,31697.72
2025,0.0,0.0,12236.1,30962.09
2026,0.0,0.0,12236.1,30962.09
2027,0.0,0.0,12236.1,30962.09
2028,0.0,0.0,12236.1,30962.09
2029,0.0,0.0,12236.1,30226.46
2030,0.0,0.0,12236.1,29490.83
2031,0.0,0.0,12236.1,28755.2
2032,0.0,0.0,12236.1,29490.83
2033,0.0,0.0,12236.1,29490.83
2034,0.0,0.0,12236.1,29490.83
2035,0.0,0.0,12236.1,30226.46
2036,0.0,0.0,12236.1,29490.83
2037,0.0,0.0,12236.1,29490.83
2038,0.0,0.0,12236.1,28755.2
2039,0.0,0.0,12236.1,28755.2
2040,0.0,0.0,12236.1,28755.2
