year,Base case cost,Modeled non-residential energy efficiency
2017,85964.032854,87354.4539005
2018,89986.7172944,90886.8503328
2019,95558.4147854,95936.3445131
2020,98245.4335137,98190.7068697
2021,100100.57437,99648.4673349
2022,101528.870302,100696.44134
2023,102505.071373,101318.202567
2024,103325.893008,101796.763971
2025,104284.913169,102412.005366
2026,105474.611827,103260.737189
2027,106469.637664,103930.954908
2028,107301.515536,104445.003685
2029,108433.096044,105261.064442
2030,109085.988399,105618.611065
2031,110335.298813,106561.051059
